timestamp,temperature,humidity,soil_value,previous_soil_value,moisture_change_rate,vpd,soil_lag_1,soil_lag_2,soil_lag_3,soil_rolling_mean,soil_rate_per_hour,soil_status,pump_status,forecast_soil_4hr,forecast_soil_6hr,forecast_soil_8hr,forecast_risk,forecast_recommendation,ml_prediction,dry_soon_label,notification_status,debug_status
2026-06-27 16:13:31,33.4,50,0.0,,0.0,2.6,,,,0.0,0.0,DRY,ON,,,,Unknown,Forecast unavailable. Using current soil threshold only.,Unknown,,DRY;TELEGRAM_SENT:DRY,FORECAST_NOT_ENOUGH_DATA
2026-06-27 16:13:50,32.9,52,0.0,0.0,0.0,2.4,0.0,,,0.0,0.0,DRY,ON,,,,Unknown,Forecast unavailable. Using current soil threshold only.,Unknown,,DRY;TELEGRAM_SENT:DRY,FORECAST_NOT_ENOUGH_DATA
2026-06-27 16:14:07,32.0,51,0.0,0.0,0.0,2.3,0.0,0.0,,0.0,0.0,DRY,ON,,,,Unknown,Forecast unavailable. Using current soil threshold only.,Unknown,,DRY;TELEGRAM_SENT:DRY,FORECAST_NOT_ENOUGH_DATA
2026-06-27 16:14:25,32.8,51,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,DRY,ON,,,,Unknown,Forecast unavailable. Using current soil threshold only.,Unknown,,DRY;TELEGRAM_SENT:DRY,FORECAST_MODEL_MISSING
2026-06-27 16:14:48,32.4,52,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,DRY,ON,,,,Unknown,Forecast unavailable. Using current soil threshold only.,Unknown,,DRY;TELEGRAM_SENT:DRY,FORECAST_MODEL_MISSING
2026-06-27 16:15:06,32.1,51,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,DRY,ON,,,,Unknown,Forecast unavailable. Using current soil threshold only.,Unknown,,DRY;TELEGRAM_SENT:DRY,FORECAST_MODEL_MISSING
2026-06-27 16:17:38,32.8,52,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,DRY,ON,0.0,0.0,0.0,Dry Forecast,Forecast dry. Recommend watering soon; pump stays OFF because ML_CONTROL_MODE=recommend.,Forecast Dry,,"Forecast Dry,DRY;TELEGRAM_SENT:Forecast Dry,DRY",OK
2026-06-27 16:17:57,32.6,51,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,DRY,ON,0.0,0.0,0.0,Dry Forecast,Forecast dry. Recommend watering soon; pump stays OFF because ML_CONTROL_MODE=recommend.,Forecast Dry,,"Forecast Dry,DRY;TELEGRAM_SENT:Forecast Dry,DRY",OK
2026-06-27 16:19:50,32.3,51,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,DRY,ON,0.0,0.0,0.0,Dry Forecast,Forecast dry. Recommend watering soon; pump stays OFF because ML_CONTROL_MODE=recommend.,Forecast Dry,,"Forecast Dry,DRY;TELEGRAM_SENT:Forecast Dry,DRY",OK
2026-06-27 16:20:08,32.1,52,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,DRY,ON,0.0,0.0,0.0,Dry Forecast,Forecast dry. Recommend watering soon; pump stays OFF because ML_CONTROL_MODE=recommend.,Forecast Dry,,"Forecast Dry,DRY;TELEGRAM_SENT:Forecast Dry,DRY",OK
2026-06-27 16:20:26,32.6,52,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,DRY,ON,0.0,0.0,0.0,Dry Forecast,Forecast dry. Recommend watering soon; pump stays OFF because ML_CONTROL_MODE=recommend.,Forecast Dry,,"Forecast Dry,DRY;TELEGRAM_SENT:Forecast Dry,DRY",OK
